"site","record_type","year","month","day","running_day_of_project","julian_day","pH_air_eqll","anc_ueq_L","spec_conductance_us_cm","apparent_color_pcu","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","Cl_ueq_L","NO3_ueq_L","SO4_ueq_L","Si_mg_L","NH4_ueq_L","Al_ppb","volume_mL","vol_converted_to_depth_mm","belfort_gage_depth_mm","comment","campbell_depth_in","total_P_ppb","total_N_ppm"
"AEREA","REG",1993,2,23,2611,54,4.92,-13.9,7.8,1,1.5,1.6,1,7.4,10,4.2,10,0,2.2,0.11,1393.2,20.52,40.386,,,,
"AERCA","REG",1993,3,10,2626,69,4.91,-13.7,6.8,6,3,0.8,0.5,3,7,8.5,4,0,0,0.11,1129,16.63,30.48,,,,
"AEREA","REG",1993,3,10,2626,69,5.05,-9.7,5.4,1,3,0.8,0.5,6.1,9,5.6,4,0,0,0.11,1270,18.71,28.448,,,,
"AERCA","REG",1993,3,16,2632,75,5.06,-11.9,11.1,6,3,9,1.5,38.7,46,5.6,10,0,0.6,0.04,2039.7,30.04,37.592,,,,
"AEREA","REG",1993,3,16,2632,75,4.87,-16.8,18,3,6,15.6,2.3,66.6,80,7.8,17,0,1.1,0.11,1142.6,16.83,32.512,,,,
"AERCA","REG",1993,3,23,2639,82,4.82,-13.6,10,3,3.5,3.3,1.3,14.8,19,6.2,13,0,2.8,0.07,1083.4,15.96,27.94,,,,
"AEREA","REG",1993,3,23,2639,82,4.48,-35.1,19.3,0,3,4.9,1.5,20.4,26,11.8,27,0,3.9,0.19,1595.7,23.5,25.4,,,,
"AERCA","REG",1993,3,30,2646,89,4.24,-66,29.7,,7.5,2.5,1,5.2,11,14.6,39,,,1.41,123.7,1.82,2.032,,,,
"AEREA","REG",1993,3,30,2646,89,4.2,-71.6,33.8,,12.5,3.3,3.6,15.2,18,17.6,49,,,1.18,100.9,1.49,2.54,,,,
"AERCA","REG",1993,4,6,2653,96,4.65,-25.7,13.5,1,3.5,1.6,0.5,2.6,8,10.3,20,0,5,0.26,1678.1,24.72,26.67,,,,
"AEREA","REG",1993,4,6,2653,96,4.67,-24.4,13.6,10,2.5,0.8,0.8,3.5,8,10.2,16,0,8.9,0.74,1085,15.98,20.32,,,,
"AERCA","REG",1993,4,13,2660,103,,,,,,,,,,,,,,,,,80.01,,,,
"AEREA","REG",1993,4,13,2660,103,,,,,,,,,,,,,,,,,55.626,,,,
"AEREA","REG",1993,4,20,2667,110,4.64,-24.6,19.4,4,5,11.5,1.5,49.2,58,9.4,26,0,6.1,0.26,1406.9,20.72,20.574,,,,
"AERCA","REG",1993,4,27,2674,117,4.77,-22.4,8.2,1,2,0.8,0.3,3.5,7,6.2,14,0,3.3,0.07,2634,38.8,55.626,,,,
"AEREA","REG",1993,4,27,2674,117,4.66,-29.9,11.5,2,3,0.8,0.5,3.5,7,9.3,22,0,5.5,0.19,3291,48.48,50.8,,,,
"AEREA","REG",1993,5,11,2688,131,4.19,-75,40.9,,16.5,4.9,2,11.3,24,30.9,93,0,46.5,0.67,227.6,3.35,2.54,,,,
"AERCA","REG",1993,5,18,2695,138,4.07,-101,48.1,17,17.5,5.8,1.5,5.7,12,66.1,81,0,41,0.41,971.1,14.3,16.51,,,,
"AEREA","REG",1993,5,18,2695,138,4.06,-101,48,17,18,5.8,1.5,5.7,13,68.6,84,0,44.3,0.41,983.3,14.48,12.7,,,,
"AEREA","REG",1993,5,25,2702,145,4.35,-51.2,22.7,4,3,0.8,0.5,1.3,5,21.1,37,0,10.5,0.07,920.7,13.56,13.716,,,,
"AERCA","REG",1993,6,1,2709,152,,,,,,,,,,,,,,,1085,15.98,15.494,,,,
"AEREA","REG",1993,6,1,2709,152,4.29,-59.6,29.8,10,9,4.9,1.5,13.1,19,37.6,43,0,19.9,0.19,765.6,11.28,12.954,,,,
"AERCA","REG",1993,6,8,2716,159,5.13,-8.3,3,2,2,0.8,0.8,1.3,2,1.9,6,0,0,0,1392,20.5,36.83,,,,
"AEREA","REG",1993,6,8,2716,159,5.11,-8.8,4.2,2,1.5,0.8,0.3,2.2,3,2,7,0,0.6,0,2336,34.41,36.322,,,,
"AERCA","REG",1993,6,15,2723,166,,-52.8,24.4,10,6,0.8,1.3,1.7,9,16.2,44,0,22.2,0.33,289.7,4.27,4.826,,,,
"AEREA","REG",1993,6,15,2723,166,4.32,-50.6,25.8,10,6,0.8,1.3,1.7,9,15.3,51,0,21.1,0.3,216.7,3.19,4.064,,,,
"AERCA","REG",1993,6,22,2730,173,3.82,-174,74.3,14,5.5,1.6,2.6,2.6,7,56.7,144,0,39.3,0.52,1020,15.02,16.256,,,,
"AEREA","REG",1993,6,22,2730,173,3.86,-153,66.4,15,5,1.6,2.3,2.2,7,49.9,128,0,36.6,0.7,921,13.57,14.732,,,,
"AERCA","REG",1993,6,29,2737,180,4.63,-27.5,13,7,4,1.6,2.6,0.9,3,12.2,27,0,11.1,0.07,1133.6,16.7,15.494,,,,
"AEREA","REG",1993,6,29,2737,180,4.6,-30.6,13.3,10,3,0.8,1.5,0.9,3,11.3,25,0,11.1,0.11,1040.9,15.33,15.494,,,,
"AERCA","REG",1993,7,6,2744,187,4.47,-42.5,22.6,10,8,4.1,1.3,13.9,22,23.1,36,0,14.4,0.89,433.6,6.39,7.874,,,,
"AEREA","REG",1993,7,6,2744,187,4.47,,21.1,9,6.5,4.1,0.8,12.6,18,22.1,34,0,15,0.52,448,6.6,7.62,,,,
"AERCA","REG",1993,7,20,2758,201,4.5,-29.6,15.8,16,5.5,0.8,0.5,2.2,6,12.1,27,0,6.6,0.19,435.7,6.42,8.382,,,,
"AEREA","REG",1993,7,20,2758,201,4.43,-35.8,17.6,5,4,0.8,0.5,1.7,7,13.5,27,0,7.2,0.22,336.5,4.96,6.096,,,,
"AERCA","REG",1993,7,27,2765,208,4.93,-9.2,5.3,2,0.5,0,0.3,0.4,2,2.8,7,0,0,0.78,1691.8,24.92,28.448,,,,
"AEREA","REG",1993,7,27,2765,208,4.91,-10.2,5.5,2,1,0.8,0.3,0.4,3,3.1,8,0,0,0.81,1856.2,27.34,24.638,,,,
"AERCA","REG",1993,8,3,2772,215,4.2,-70.4,32.6,2,3.5,2.5,1.3,13.5,19,28.9,51,0,10.5,0.22,410.8,6.05,9.144,,,,
"AEREA","REG",1993,8,3,2772,215,4.16,-76.4,35.4,4,4,2.5,0.5,9.1,18,31.8,53,0,11.6,0.33,549.7,8.1,6.604,,,,
"AERCA","REG",1993,8,10,2779,222,3.7,-224,93.5,18,5.5,1.6,0.3,0.9,10,70.2,182,0,39.3,0.56,772.1,11.37,12.446,,,,
"AEREA","REG",1993,8,10,2779,222,3.7,-227,94.6,11,6,1.6,0.3,0.9,12,71.6,183,0,40.4,0.59,642.9,9.47,8.89,,,,
"AERCA","REG",1993,8,17,2786,229,4.19,-72,,,5.5,0.8,0.8,3,5,22.7,67,0,19.9,0.78,144.8,2.13,3.302,,,,
"AEREA","REG",1993,8,17,2786,229,4.14,-79.6,,,10.5,1.6,1.3,5.2,19,21.4,78,0,26,1.59,207,3.05,3.048,,,,
"AERCA","REG",1993,8,24,2793,236,4.52,-33.1,15.3,2,1.5,0.8,0.3,1.7,3,13.9,23,0,5.5,0.19,642.4,9.46,10.922,,,,
"AEREA","REG",1993,8,24,2793,236,4.52,-30.2,13.8,2,1.5,0,0.5,2.2,3,12.9,23,0,5,0.33,600,8.84,8.89,,,,
"AERCA","REG",1993,8,31,2800,243,4.45,-40.1,20.6,17,5.5,1.6,0.5,4.4,18,0,41,0,18.3,0.56,666.7,9.82,13.462,,,,
"AEREA","REG",1993,8,31,2800,243,4.48,-37.9,20.2,4,6,1.6,0.5,5.2,18,0,41,0,17.2,0.59,541.2,7.97,7.366,,,,
"AERCA","REG",1993,9,7,2807,250,4.42,-41.3,18.7,6,2,0.8,0.3,1.3,4,13.6,31,0,7.2,0.67,1246.5,18.36,22.098,,,,
"AEREA","REG",1993,9,7,2807,250,4.44,-40.1,18,3,1.5,0,0.3,1.7,4,13.6,31,0,6.6,0.48,1207.5,17.79,16.764,,,,
"AERCA","REG",1993,9,14,2814,257,4.21,-71.4,37.3,10,25,9,6.6,9.1,14,31.1,88,0,15.5,0.56,734.8,10.82,12.192,,,,
"AEREA","REG",1993,9,14,2814,257,4.04,-104,47.3,6,6,2.5,1,10.9,17,31.4,90,0,17.7,0.63,646.1,9.52,,,,,
"AERCA","REG",1993,9,21,2821,264,4.37,-45.9,22.5,4,9,1.6,0.8,6.1,6,14.2,45,0,12.2,2,403,5.94,6.35,,,,
"AEREA","REG",1993,9,21,2821,264,4.38,-46.2,22.5,5,7.5,1.6,1.5,9.6,9,13.7,44,0,12.2,1.41,281,4.14,,,,,
"AERCA","REG",1993,9,28,2828,271,4.67,-25.7,11.4,3,2.5,1.6,1,6.1,11,8.8,22,0,3.9,0.85,4097,60.35,62.484,,,,
"AEREA","REG",1993,9,28,2828,271,4.67,-25.9,12.3,4,3,1.6,3.6,6.1,12,9.2,22,0,4.4,1.52,4048.6,59.63,56.134,,,,
"AERCA","REG",1993,10,5,2835,278,4.33,-50.8,22,10,6,3.3,0.8,7.4,10,27.5,36,0,12.2,0.44,2366.1,34.85,34.29,,,,
"AEREA","REG",1993,10,5,2835,278,4.36,-47.2,21,10,5.5,3.3,1.8,9.6,12,27.1,33,0,10.5,1.66,2326,34.26,26.67,,,,
"AERCA","REG",1993,10,19,2849,292,4.89,-16.2,7.1,1,1.5,1.6,0.5,7,10,4.4,11,0,1.1,0.07,2333,34.36,32.766,,,,
"AEREA","REG",1993,10,19,2849,292,4.9,-16.6,7.1,0,2,1.6,0.3,7.4,11,4.1,11,0,0,0.07,2144,31.58,30.48,,,,
"AERCA","REG",1993,10,26,2856,299,4.38,-52.9,21.7,4,4,4.1,0.8,13.9,20,17.8,31,0,6.1,0.11,1359,20.02,18.542,,,,
"AEREA","REG",1993,10,26,2856,299,4.33,-52.9,22.9,2,5.5,3.3,0.5,14.4,19,18.4,32,0,6.1,0.11,1210,17.82,21.844,,,,
"AERCA","REG",1993,11,2,2863,306,4.93,-13.7,7.3,4,4,1.6,0.5,7,9,5.7,10,0,1.1,0.26,3138,46.22,51.562,,,,
"AEREA","REG",1993,11,2,2863,306,4.89,-12.7,7.3,3,1,1.6,0.3,7,10,5.9,9,0,1.7,0.07,2777,40.9,41.91,,,,
"AERCA","REG",1993,11,9,2870,313,4.4,-44.1,19.7,7,2,2.5,0.8,9.6,13,20.4,30,0,7.2,0.26,1248,18.38,22.098,,,,
"AEREA","REG",1993,11,9,2870,313,4.4,-42.4,19.1,4,1.5,2.5,0.5,8.7,12,18.4,29,0,7.8,0.22,1160,17.09,19.558,,,,
"AERCA","REG",1993,11,16,2877,320,3.98,-111,50.2,10,8.5,4.9,1.3,17.4,21,91.2,51,0,29.9,0.48,401,5.91,7.62,,,,
"AEREA","REG",1993,11,16,2877,320,3.97,-114,50.1,7,9,4.9,1,17,21,91.6,51,0,28.8,0.63,431.3,6.35,7.366,,,,
"AERCA","REG",1993,11,23,2884,327,4.76,-20,12.9,4,2.5,7.4,1,29.6,35,9.7,12,0,3.9,0,2594.5,38.22,48.514,,,,
"AEREA","REG",1993,11,23,2884,327,4.73,-21.2,12.4,3,1.5,5.8,0.8,26.1,28,10.1,14,0,2.8,0,2905.1,42.79,42.672,,,,
"AERCA","REG",1993,11,30,2891,334,5.32,-4.7,12.9,5,4,14.8,2,70,80,1.2,10,0,0,0,2816,41.48,45.974,,,,
"AEREA","REG",1993,11,30,2891,334,5.33,-7.1,12.8,3,3.5,13.2,1.5,63.5,73,0.1,10,0,0,0,2717,40.02,35.052,,,,
"AERCA","REG",1993,12,7,2898,341,4.55,-32.5,13.5,7,1.5,0.8,0.8,3.9,4,15.7,20,0,6.6,0.11,2233,32.89,34.544,,,,
"AEREA","REG",1993,12,7,2898,341,4.54,-31.3,13.1,6,1,0.8,0.8,3.9,4,16.1,18,0,6.6,0.11,2183,32.15,28.956,,,,
"AERCA","REG",1993,12,14,2905,348,4.95,-12.6,7.6,4,2,3.3,0.8,15.7,19,4.4,10,0,2.2,0.07,5504.8,81.08,88.138,,,,
"AEREA","REG",1993,12,14,2905,348,4.99,-11.4,7.5,4,1.5,3.3,0.8,15.7,19,0,10,0,1.7,0.07,5270,77.63,94.488,,,,
"AERCA","REG",1993,12,21,2912,355,4.93,-13,8.6,4,2.5,1.6,0.5,4.8,6,7.5,10,0,3.3,0.15,1842.1,27.13,34.036,,,,
"AEREA","REG",1993,12,21,2912,355,4.85,-14.7,8.6,4,2,1.6,0.8,7.8,8,7.5,14,0,6.6,0.19,1433.6,21.12,33.274,,,,
"AERCA","REG",1993,12,28,2919,362,4.75,-21,10.5,3,2,4.1,0.8,16.1,21,12,10,0,2.2,0.11,3168.9,46.68,56.388,,,,
"AEREA","REG",1993,12,28,2919,362,4.72,-22.3,10.9,3,1.5,3.3,0.5,14.8,21,11.7,12,0,2.2,0.04,2926.7,43.11,41.91,,,,
"AEREA","REG",1994,1,6,2928,6,4.46,-41,20.3,,5.5,4.1,2,18.7,18,37,20,0,8.9,0.3,187.4,2.76,24.892,,,,
"AEREA","REG",1994,1,19,2941,19,4.77,-17.8,12.3,2,4,8.2,1.3,36.5,43,6.7,15,0,1.7,0.11,4468.3,65.82,69.342,,,,
"AEREA","REG",1994,1,25,2947,25,4.29,-60.1,24.7,3,3,0.8,0.3,8.7,12,46.1,13,0,5,0.19,446,6.57,18.796,,,,
"AERCA","REG",1994,2,1,2954,32,4.97,-12.3,9.1,7,2.5,5.8,1.8,25.2,30,4.1,11,0,1.1,0,2828.6,41.66,48.514,,,,
"AEREA","REG",1994,2,1,2954,32,5.04,-10.2,7.7,0,1.5,4.9,1,24.8,29,1.8,8,0,1.1,0,3003.9,44.25,42.672,,,,
"AERCA","REG",1994,2,15,2968,46,4.69,-20.8,11.9,8,8,2.5,0.5,10,8,22.2,11,0,2.2,0.15,653.5,9.63,8.636,,,,
"AEREA","REG",1994,2,15,2968,46,4.61,-25.7,12.5,3,3.5,1.6,0.8,7.8,11,18.9,9,0,2.2,0.15,457,6.73,8.128,,,,
"AERCA","REG",1994,3,1,2982,60,4.96,-13.2,,,2.5,1.6,0.8,6.5,7,6.6,10,0,2.2,0.7,275,4.05,11.938,,,,
"AEREA","REG",1994,3,1,2982,60,5,-13.2,5.7,5,0,0.8,0,2.6,6,4.2,6,0,2.2,0.26,406.8,5.99,14.732,,,,
"AEREA","REG",1994,3,8,2989,67,4.88,-14,7,2,0,0.8,0,3,6,4.8,10,0,2.2,0.07,3139.4,46.24,55.88,,,,
"AEREA","REG",1994,3,15,2996,74,4.54,-30.8,15.5,4,2,3.3,0.3,12.6,14,20.4,18,0,7.8,0.15,2788.6,41.08,42.418,,,,
"AERCA","REG",1994,3,29,3010,88,4.68,-20.8,11.7,2,2,2.5,1,10,13,6.8,20,0,3.3,0.37,3171.9,46.72,50.038,,,,
"AEREA","REG",1994,3,29,3010,88,4.96,-13,7.4,6,2.5,1.6,0.5,6.5,9,4.4,12,0,1.7,0.26,2853.6,42.03,42.164,,,,
"AERCA","REG",1994,4,5,3017,95,4,-96.5,51.1,19,12,14,2.3,35.7,43,63.5,77,0,38.2,0.44,531.1,7.82,6.096,,,,
"AEREA","REG",1994,4,5,3017,95,4.04,-91.5,44.8,12,8,6.6,1,24.4,25,53.6,68,0,33.2,0.41,566.1,8.34,7.112,,,,
"AERCA","REG",1994,4,12,3024,102,4.26,-57.2,26.3,6,3.5,1.6,0.8,4.8,9,21,47,0,21.6,0.22,2027.1,29.86,28.194,,,,
"AEREA","REG",1994,4,12,3024,102,4.29,-49.5,24,6,2.5,0.8,0.5,3.9,9,17.9,42,0,19.9,0.11,2092.6,30.82,30.226,,,,
"AERCA","REG",1994,4,19,3031,109,4.76,-21.8,9.8,4,2.5,1.6,0.8,6.5,7,8.2,13,0,5,0.11,2090.6,30.79,31.75,,,,
"AEREA","REG",1994,4,19,3031,109,4.86,-18,7.9,4,2,1.6,0.5,5.2,6,7.5,11,0,4.4,0.04,2131.3,31.39,31.242,,,,
"AEREA","REG",1994,4,26,3038,116,4.42,,22.9,18,18.5,5.8,1.5,4.4,10,39.4,50,0,37.1,0.41,395,5.82,3.302,,,,
"AERCA","REG",1994,5,3,3045,123,4.29,-60.5,29.8,7,10,2.5,0.8,4.8,8,28.9,50,0,20.5,0.44,1544.5,22.75,23.114,,,,
"AEREA","REG",1994,5,3,3045,123,4.32,-54.6,27.1,11,8,2.5,1,4.4,11,28.6,52,0,22.2,0.33,1530.1,22.54,23.368,,,,
"AERCA","REG",1994,5,10,3052,130,4.98,-10.4,6.2,3,2,0.8,0.3,1.7,5,5.8,12,0,5,0.15,3664,53.97,59.182,,,,
"AEREA","REG",1994,5,10,3052,130,5.09,-6,5.1,2,1.5,0.8,0.3,1.3,3,4.4,10,0,3.9,0.04,3301,48.62,51.562,,,,
"AERCA","REG",1994,5,17,3059,137,4.2,-76.7,36.9,12,11,5.8,1.5,12.6,16,45,67,0,21.6,0.63,1641.8,24.18,25.908,,,,
"AEREA","REG",1994,5,17,3059,137,4.21,-77.7,36.3,8,9,4.9,1,13.1,16,41.4,66,0,19.9,0.63,1493.7,22,22.86,,,,
"AERCA","REG",1994,5,31,3073,151,4.3,-57.4,26.1,14,6,2.5,3.3,1.3,10,27,48,0,21.1,0.3,1326.5,19.54,20.066,,,,
"AEREA","REG",1994,5,31,3073,151,4.34,-51,22.2,9,3.5,1.6,0.8,1.3,9,21,39,0,16.1,0.33,1292.9,19.04,21.082,,,,
"AERCA","REG",1994,6,7,3080,158,4.18,-68.7,32.3,22,5.5,3.3,5.9,3.9,7,26,63,0,19.4,0.26,1713.7,25.24,23.368,,,,
"AEREA","REG",1994,6,7,3080,158,4.17,-70,32.1,19,4,1.6,2.6,3,7,26,61,0,19.4,0.19,1551.9,22.86,24.13,,,,
"AERCA","REG",1994,6,14,3087,165,4.25,-55.9,27.3,6,3.5,3.3,2.3,8.3,13,24,56,0,24.4,,1742.4,25.67,27.686,,,,
"AEREA","REG",1994,6,14,3087,165,4.17,-62,29.7,6,3.5,2.5,0.8,10,13,26,56,0,26.6,,1909.3,28.12,30.988,,,,
"AERCA","REG",1994,6,21,3094,172,4.5,-29.6,14.7,6,3.5,1.6,1,2.2,5,19,21,0,12.2,0.41,1630.3,24.01,24.638,,,,
"AEREA","REG",1994,6,21,3094,172,4.54,-28,14.2,6,4.5,0.8,0.8,2.2,6,18,19,0,11.6,0.41,1635.4,24.09,23.368,,,,
"AERCA","REG",1994,6,28,3101,179,4.01,-99,52.8,,26.9,14.8,12.5,22.6,31,50.4,109,0,24.4,0.93,382.7,5.64,5.842,,,,
"AEREA","REG",1994,6,28,3101,179,3.97,-98,52.7,,6.5,4.1,1.5,15.7,25,43.7,93,0,26,0.89,308.3,4.54,6.096,,,,
"AERCA","REG",1994,7,5,3108,186,4.29,,,,7,4.1,1.5,9.6,25,23.1,34,0,15,2,136,2,3.302,,,,
"AEREA","REG",1994,7,5,3108,186,4.42,,,,5,2.5,0.8,7.4,17,18.5,25,0,12.2,0.67,170,2.5,2.794,,,,
"AERCA","REG",1994,7,12,3115,193,4.21,-71,31.4,8,7,4.1,2,9.1,12,39.5,47,0,12.7,0.52,419.5,6.18,8.382,,,,
"AEREA","REG",1994,7,12,3115,193,4.19,-73,32,9,4,2.5,1,9.1,11,36.4,47,0,14.4,0.48,468.1,6.89,7.366,,,,
"AERCA","REG",1994,7,19,3122,200,4.24,-62,26.3,6,5,2.5,0.8,5.7,12,34.7,27,0,7.2,0.56,548.2,8.07,8.636,,,,
"AEREA","REG",1994,7,19,3122,200,4.23,-65,27.1,3,4.5,2.5,0.5,6.1,16,34.8,24,0,5.5,1.22,536.9,7.91,8.89,,,,
"AERCA","REG",1994,8,2,3136,214,3.98,-107,47.9,3,4.5,3.3,1,10.9,18,42.6,79,0,21.1,0.52,573.2,8.44,11.176,,,,
"AEREA","REG",1994,8,2,3136,214,4.04,-90,41.6,4,5,2.5,0.5,10,18,36.6,67,0,18.3,0.81,555.9,8.19,9.398,,,,
"AERCA","REG",1994,8,9,3143,221,4.09,-101,39.6,16,4.5,0.8,0.8,1.7,4,24,83,0,26,0.7,1658.7,24.43,25.4,,,,
"AEREA","REG",1994,8,9,3143,221,4.09,-101,40.8,15,5,0.8,0.8,1.7,5,24.9,87,0,26.6,0.67,1372.9,20.22,20.32,,,,
"AERCA","REG",1994,8,23,3157,235,4.69,-21.8,10.4,6,3.5,0.8,0.3,1.3,3,7.8,21,0,7.8,0.81,2736,40.3,40.132,,,,
"AEREA","REG",1994,8,23,3157,235,4.7,-22.2,10.4,7,3,0.8,0.3,1.3,2,7.8,21,0,7.2,0.44,2720.1,40.07,38.1,,,,
"AERCA","REG",1994,9,6,3171,249,4.68,-20.9,12.1,6,4.5,4.1,3.6,18.7,21,6.4,19,0,3.3,0.33,2628,38.71,37.084,,,,
"AEREA","REG",1994,9,6,3171,249,4.63,-22.9,12.5,2,2.5,3.3,1,13.1,16,5.8,18,0,3.3,0.33,2399,35.34,41.91,,,,
"AERCA","REG",1994,9,13,3178,256,4.54,-22.7,16,7,6.5,2.5,1.3,5.2,11,13.1,25,0,13.9,1.59,380.9,5.61,3.302,,,,
"AEREA","REG",1994,9,13,3178,256,4.6,-21.8,14,6,4,1.6,0.5,4.4,11,11.6,19,0,11.1,1,301.2,4.44,3.048,,,,
"AERCA","REG",1994,9,20,3185,263,,,,,12,3.3,4.6,8.7,12,49.9,89,0,24.9,1.07,119.9,1.77,1.016,,,,
"AEREA","REG",1994,9,20,3185,263,,,,,11,2.5,2.3,8.7,13,42.9,78,0,24.9,1.3,115.4,1.7,2.032,,,,
"AERCA","REG",1994,9,27,3192,270,5.31,-4.2,5.6,10,2.5,3.3,1,14.4,17,3.6,5,0,1.1,0.19,2251,33.16,30.734,,,,
"AEREA","REG",1994,9,27,3192,270,5.19,-5,5.8,5,2.5,3.3,0.8,13.5,16,3.2,5,0,1.1,0.15,2070,30.49,31.242,,,,
"AERCA","REG",1994,10,4,3199,277,4.37,-44.8,26,25,14.5,7.4,6.9,5.7,12,28.6,49,0,16.6,0.22,707.9,10.43,9.652,,,,
"AERCA","REG",1994,10,11,3206,284,4.37,-44.8,28,25,8.5,7.4,2.6,29.6,31,41.3,55,0,17.7,0.63,176.9,2.61,3.048,,,,
"AEREA","REG",1994,10,11,3206,284,4.3,,29.4,31,7,6.6,1.5,26.5,28,32.1,44,0,15,0.56,169.2,2.49,2.032,,,,
"AERCA","REG",1994,10,25,3220,298,4.57,-27.4,14.3,6,2,1.6,1,7,9,12.5,22,0,4.4,1.37,3259.1,48.01,47.752,,,,
"AEREA","REG",1994,10,25,3220,298,4.57,-25.4,15.5,4,2,1.6,0.8,8.7,10,11,21,0,4.4,0.07,3005,44.26,46.99,,,,
"AERCA","REG",1994,11,1,3227,305,4.43,-35.5,19.9,4,3.5,2.5,0.5,7.4,9,18.8,31,0,4.4,0.56,678.5,9.99,4.064,,,,
"AEREA","REG",1994,11,1,3227,305,4.53,-26.9,15.4,3,3,1.6,0.5,5.7,7,13.9,23,0,4.4,0.33,675.1,9.94,4.572,,,,
"AERCA","REG",1994,11,8,3234,312,4.46,-33.9,19.1,6,3,3.3,1.3,15.7,17,18.9,28,0,8.9,0.15,1930.1,28.43,29.718,,,,
"AEREA","REG",1994,11,8,3234,312,4.47,-35.2,19,4,2.5,3.3,0.8,15.7,18,18.9,28,0,9.4,0.15,1638,24.13,30.988,,,,
"AERCA","REG",1994,11,15,3241,319,,,,,,,,,,,,,,,62.6,0.92,1.27,,,,
"AEREA","REG",1994,11,15,3241,319,,,,,,,,,,,,,,,74.3,1.09,1.27,,,,
"AERCA","REG",1994,11,22,3248,326,5.4,-3.2,7,1,3.5,3.3,1.5,15.2,17,2,5,0,1.1,0.56,2833.1,41.73,39.624,,,,
"AEREA","REG",1994,11,22,3248,326,5.38,-2.9,6.4,1,4,3.3,0.8,15.2,18,1.6,5,0,1.1,0.67,3051.2,44.94,42.164,,,,
"AERCA","REG",1994,11,29,3255,333,5.01,-12.6,7,3,1.5,0.8,0.8,3.9,5,5.9,9,0,2.2,0.3,2030.7,29.91,27.178,,,,
"AEREA","REG",1994,11,29,3255,333,4.94,-12.8,6.4,3,1.5,0.8,0.5,3.5,5,5,7,0,2.2,0.15,1595,23.49,22.86,,,,
"AERCA","REG",1994,12,6,3262,340,4.74,-27,11.2,3,1.5,0,0.5,2.2,4,12.5,12,0,3.9,0.07,1735.1,25.56,26.924,,,,
"AEREA","REG",1994,12,6,3262,340,4.7,-27.2,10.9,3,1.5,0,0.8,2.6,5,11.6,12,0,4.4,0.15,1560.6,22.99,28.956,,,,
"AEREA","REG",1994,12,13,3269,347,4.61,-26.4,13.1,3,1.5,2.5,0.5,7.8,8,15,14,0,3.3,0.04,874.1,12.88,13.462,,,,
"AERCA","REG",1994,12,20,3276,354,4.48,-39.6,23.5,10,4.5,9,1.8,37,39,21.1,29,0,5.5,0.19,538,7.92,4.318,,,,
"AERCA","REG",1994,12,27,3283,361,4.68,-18.9,12.5,4,3.5,2.5,1.8,11.3,10,8.8,21,0,3.3,0.26,662,9.75,17.526,,,,
"AEREA","REG",1994,12,27,3283,361,4.68,-20.2,11.9,4,3,1.6,2.3,10.4,10,10.3,15,0,2.8,0.15,1006.7,14.83,17.78,,,,
"AERCA","REG",1995,1,4,3291,4,4.4,-40.5,17.6,9,2,0.8,0.8,3.9,4,29.8,16,0,5.5,0.3,1741.5,25.65,40.386,,,,
"AEREA","REG",1995,1,4,3291,4,4.39,-44.5,17.8,5,1.5,0.8,0.8,2.2,4,29.6,14,0,3.9,0.33,1620.5,23.87,34.544,,,,
"AERCA","REG",1995,1,10,3297,10,5.09,-11.3,4.4,4,1.5,0.8,0.5,2.6,4,3.5,5,0,2.2,0.15,1596.5,23.52,28.956,,,,
"AEREA","REG",1995,1,10,3297,10,4.85,-19,10.8,8,3.5,5.8,1.3,26.1,23,14.2,12,0,4.4,0.19,2017.7,29.72,29.21,,,,
"AERCA","REG",1995,1,17,3304,17,4.92,-15.6,20.5,27,10.5,20.6,4.1,87,99,13.3,21,0,5,1.26,798.3,11.76,14.224,,,,
"AEREA","REG",1995,1,17,3304,17,4.55,-36.3,26.7,5,6,19.7,2.8,93.1,107,17.9,24,0,5.5,0.3,1844.4,27.17,33.274,,,,
"AERCA","REG",1995,1,24,3311,24,4.65,-29.1,11.2,3,1,0.8,0.5,3.9,6,13.7,11,0,2.2,0.3,2635.3,38.82,18.288,,,,
"AEREA","REG",1995,1,24,3311,24,4.66,-27.4,10.5,2,1,0.8,0.5,3.9,6,13.2,10,0,2.2,0.22,2831.5,41.71,29.718,,,,
"AERCA","REG",1995,2,7,3325,38,5.13,-11.1,6,6,2,2.5,0.8,8.3,10,7.1,6,0,2.8,0.07,2119.1,31.21,34.798,,,,
"AEREA","REG",1995,2,7,3325,38,4.92,-17.9,9.1,4,2.5,6.6,0.8,12.6,19,11.4,9,0,3.9,0.22,734.6,10.82,31.75,,,,
"AERCA","REG",1995,2,14,3332,45,,,,,36.9,5.8,1.8,23.9,,,,,,,142.6,2.1,1.778,,,,
"AEREA","REG",1995,2,14,3332,45,,,,,32.4,8.2,3.1,37.4,,,,,,,136.1,2,2.286,,,,
"AERCA","REG",1995,2,21,3339,52,4.78,-19,11.1,9,4,4.1,2.3,12.6,15,10.5,15,0,3.9,0.48,534.9,7.88,10.922,,,,
"AEREA","REG",1995,2,21,3339,52,4.64,-27,15,5,5.5,4.1,1.8,20.4,16,20.3,21,0,7.8,0.41,673.1,9.91,11.43,,,,
